Loan_ID,Customer_ID,Account_ID,Loan_Type,Loan_Amount,Interest_Rate,Tenure_Months,Loan_Status,Approval_Date
LN01202,CUST00606,ACC00606,Home,3596742,7.80,120,Active,2024-06-15
LN01243,CUST04563,ACC04563,Home,4027677,12.33,120,Active,2024-06-18
LN01246,CUST00324,ACC00324,Home,4486663,7.71,120,Active,2023-02-06
LN01248,CUST01276,ACC01276,Home,3095411,12.16,120,Active,2023-03-19
LN01274,CUST04842,ACC04842,Home,4829439,15.66,120,Active,2025-09-12
LN01308,CUST03325,ACC03325,Home,2808306,7.54,120,Active,2022-03-04
LN01313,CUST00458,ACC00458,Home,7990798,8.87,120,Active,2023-09-03
LN01319,CUST04650,ACC04650,Home,2119050,12.42,120,Active,2023-08-18
LN01351,CUST02701,ACC02701,Home,2389912,11.43,120,Active,2022-03-14
LN01395,CUST01105,ACC01105,Home,2387804,12.72,120,Active,2022-10-05
LN01527,CUST01778,ACC01778,Home,2228218,8.74,120,Active,2022-08-18
LN01655,CUST02376,ACC02376,Home,3022283,11.17,120,Active,2024-06-09
LN01661,CUST04058,ACC04058,Home,1833677,8.39,120,Active,2022-09-06
LN01667,CUST01744,ACC01744,Home,5717607,7.01,120,Active,2024-02-23
LN01691,CUST04628,ACC04628,Home,3238431,7.07,120,Active,2024-04-29
LN01697,CUST01766,ACC01766,Home,5156169,9.13,120,Active,2024-02-17
LN01720,CUST00640,ACC00640,Home,4522059,11.41,120,Active,2023-02-25
LN01738,CUST01511,ACC01511,Home,2865138,11.40,120,Active,2025-10-20
LN01741,CUST04251,ACC04251,Home,6843023,8.78,120,Active,2024-06-25
LN01787,CUST04541,ACC04541,Home,2392799,14.07,120,Active,2023-03-12
LN01806,CUST04356,ACC04356,Home,1606569,10.80,120,Active,2024-10-25
LN01813,CUST03621,ACC03621,Home,3468949,8.36,120,Active,2024-09-25
LN01854,CUST00135,ACC00135,Home,1346056,11.98,120,Active,2023-04-18
LN01868,CUST03712,ACC03712,Home,5660577,9.36,120,Active,2024-05-21
LN01888,CUST04826,ACC04826,Home,1586115,14.01,120,Active,2024-01-22
LN01936,CUST01263,ACC01263,Home,4974051,13.10,120,Active,2025-02-08
LN01988,CUST03232,ACC03232,Home,7957111,13.68,120,Active,2024-05-18
LN02047,CUST00517,ACC00517,Home,1804716,8.01,120,Active,2025-12-29
LN02058,CUST00234,ACC00234,Home,1517410,14.09,120,Active,2023-02-06
LN02091,CUST01912,ACC01912,Home,3300629,10.75,120,Active,2022-04-15
LN02105,CUST02261,ACC02261,Home,5986524,14.00,120,Active,2024-02-24
LN02127,CUST02592,ACC02592,Home,2526845,14.15,120,Active,2025-02-08
LN02169,CUST03435,ACC03435,Home,1719135,13.68,120,Active,2025-03-27
LN02268,CUST04154,ACC04154,Home,7525856,12.76,120,Active,2023-04-18
LN02298,CUST02323,ACC02323,Home,7289122,15.53,120,Active,2024-06-16
LN02315,CUST04931,ACC04931,Home,7533911,12.66,120,Active,2023-09-12
LN02330,CUST03975,ACC03975,Home,7515221,11.64,120,Active,2023-09-16
LN02333,CUST03122,ACC03122,Home,2343380,10.34,120,Active,2021-08-15
LN02346,CUST00737,ACC00737,Home,1822006,9.42,120,Active,2023-04-04
LN02363,CUST02729,ACC02729,Home,5514295,12.83,120,Active,2023-07-25
LN02397,CUST04655,ACC04655,Home,2118985,14.65,120,Active,2024-03-21
LN02435,CUST03693,ACC03693,Home,5350336,14.98,120,Active,2023-03-03
LN02492,CUST04695,ACC04695,Home,1824137,10.57,120,Active,2023-02-02
LN02514,CUST02206,ACC02206,Home,7633301,14.53,120,Active,2022-06-28
LN02588,CUST04416,ACC04416,Home,4036789,13.58,120,Active,2023-01-10
LN02616,CUST01332,ACC01332,Home,5500439,7.40,120,Active,2024-12-24
LN02628,CUST04286,ACC04286,Home,6426637,10.75,120,Active,2022-05-30
LN02698,CUST04320,ACC04320,Home,1112645,8.79,120,Active,2021-05-20
LN02765,CUST03735,ACC03735,Home,1257218,14.25,120,Active,2023-10-13
LN02778,CUST01198,ACC01198,Home,4819232,13.37,120,Active,2024-05-25
LN02795,CUST02354,ACC02354,Home,1058016,8.43,120,Active,2024-05-28
LN02807,CUST03183,ACC03183,Home,2045944,14.71,120,Active,2023-02-15
LN02816,CUST01880,ACC01880,Home,4506952,8.35,120,Active,2024-11-22
LN02821,CUST04490,ACC04490,Home,1819973,13.75,120,Active,2023-02-21
LN02869,CUST00218,ACC00218,Home,5893371,10.68,120,Active,2024-11-21
LN02886,CUST00859,ACC00859,Home,6237202,15.94,120,Active,2022-09-24
LN02906,CUST00009,ACC00009,Home,4972608,15.02,120,Active,2022-09-07
LN02947,CUST00835,ACC00835,Home,6779379,8.91,120,Active,2022-11-20
LN02991,CUST01064,ACC01064,Home,5985339,9.12,120,Active,2025-11-01
LN03084,CUST00949,ACC00949,Home,1895256,12.11,120,Active,2024-01-11
LN03099,CUST00654,ACC00654,Home,2280600,9.64,120,Active,2024-05-26
LN03232,CUST03978,ACC03978,Home,1637280,9.31,120,Active,2025-02-13
LN03261,CUST02392,ACC02392,Home,2897880,7.74,120,Active,2023-05-16
LN03281,CUST04440,ACC04440,Home,3239996,8.49,120,Active,2021-08-01
LN03373,CUST00938,ACC00938,Home,5396035,10.19,120,Active,2024-05-14
LN03403,CUST03054,ACC03054,Home,1823709,15.48,120,Active,2023-12-21
LN03424,CUST02073,ACC02073,Home,6085617,14.05,120,Active,2024-02-11
LN03444,CUST03670,ACC03670,Home,7918214,13.60,120,Active,2022-10-25
LN03472,CUST04487,ACC04487,Home,6832309,12.87,120,Active,2024-03-27
LN00004,CUST01029,ACC01029,Auto,775129,7.50,12,Active,2024-10-27
LN00037,CUST00244,ACC00244,Auto,1387218,7.90,12,Active,2023-07-13
LN00162,CUST00022,ACC00022,Auto,329940,13.25,12,Active,2023-08-16
LN00215,CUST04273,ACC04273,Auto,919111,7.29,12,Active,2025-04-06
LN00246,CUST03157,ACC03157,Auto,802123,12.32,12,Active,2024-07-18
LN00298,CUST03249,ACC03249,Auto,1137355,10.13,12,Active,2021-10-07
LN00341,CUST01591,ACC01591,Auto,952800,9.38,12,Active,2022-10-29
LN00419,CUST00996,ACC00996,Auto,596338,11.78,12,Active,2025-05-29
LN00458,CUST01569,ACC01569,Auto,1490614,8.23,12,Active,2022-09-13
LN00465,CUST04148,ACC04148,Auto,1291627,9.42,12,Active,2022-06-08
LN00488,CUST03246,ACC03246,Auto,943569,15.33,12,Active,2024-04-23
LN00600,CUST01086,ACC01086,Auto,1226722,14.34,12,Active,2025-05-10
LN00672,CUST02487,ACC02487,Auto,425304,13.29,12,Active,2025-06-09
LN00717,CUST02860,ACC02860,Auto,806309,8.37,12,Active,2025-03-20
LN00755,CUST03386,ACC03386,Auto,991046,9.82,12,Active,2024-01-17
LN00900,CUST04245,ACC04245,Auto,860187,7.56,12,Active,2022-06-18
LN00905,CUST04957,ACC04957,Auto,462104,13.03,12,Active,2024-08-18
LN00959,CUST03334,ACC03334,Auto,676212,15.67,12,Active,2023-04-05
LN00996,CUST03743,ACC03743,Auto,1105324,10.15,12,Active,2023-03-03
LN00999,CUST01126,ACC01126,Auto,1116781,11.31,12,Active,2023-02-27
LN01017,CUST00287,ACC00287,Auto,1009903,7.21,12,Active,2022-09-24
LN01121,CUST01389,ACC01389,Auto,442369,15.92,12,Active,2024-03-06
LN01131,CUST04109,ACC04109,Auto,534343,12.75,12,Active,2025-12-31
LN01167,CUST03847,ACC03847,Auto,1377942,14.08,12,Active,2024-01-13
LN01191,CUST04613,ACC04613,Auto,1410335,15.22,12,Active,2024-11-24
LN01262,CUST00099,ACC00099,Auto,1367616,13.21,12,Active,2024-02-20
LN01288,CUST03358,ACC03358,Auto,646046,9.33,12,Active,2024-09-01
LN01304,CUST00451,ACC00451,Auto,1460398,12.25,12,Active,2023-12-18
LN01338,CUST04143,ACC04143,Auto,665446,11.83,12,Active,2022-08-25
LN01352,CUST02662,ACC02662,Auto,1145943,7.13,12,Active,2022-09-06
LN01376,CUST02266,ACC02266,Auto,708799,9.87,12,Active,2023-04-27
LN01416,CUST00951,ACC00951,Auto,978096,9.07,12,Active,2023-01-26
LN01591,CUST01020,ACC01020,Auto,438312,12.56,12,Active,2023-04-30
LN01634,CUST00588,ACC00588,Auto,728853,13.47,12,Active,2023-07-05
LN01638,CUST02179,ACC02179,Auto,1083604,11.47,12,Active,2025-11-02
LN01675,CUST03578,ACC03578,Auto,718771,11.52,12,Active,2023-06-03
LN01681,CUST03820,ACC03820,Auto,588348,10.04,12,Active,2023-11-19
LN01921,CUST01072,ACC01072,Auto,507814,13.43,12,Active,2021-11-09
LN01977,CUST00283,ACC00283,Auto,452130,8.67,12,Active,2024-09-27
LN02012,CUST02735,ACC02735,Auto,1389028,7.50,12,Active,2024-12-11
LN02048,CUST00208,ACC00208,Auto,454110,7.54,12,Active,2022-11-12
LN02230,CUST03306,ACC03306,Auto,1450902,11.18,12,Active,2023-10-14
LN02239,CUST03552,ACC03552,Auto,886577,7.88,12,Active,2025-12-03
LN02249,CUST01597,ACC01597,Auto,618254,10.21,12,Active,2024-12-18
LN02255,CUST02405,ACC02405,Auto,982336,7.71,12,Active,2024-07-05
LN02258,CUST04542,ACC04542,Auto,1281078,15.22,12,Active,2024-01-29
LN02275,CUST01724,ACC01724,Auto,1379631,15.15,12,Active,2022-06-17
LN02391,CUST00881,ACC00881,Auto,1424533,11.69,12,Active,2022-10-14
LN02392,CUST01764,ACC01764,Auto,750731,15.26,12,Active,2022-12-10
LN02448,CUST01884,ACC01884,Auto,397784,15.14,12,Active,2024-08-27
LN02483,CUST04094,ACC04094,Auto,1263297,12.21,12,Active,2022-11-11
LN02498,CUST03732,ACC03732,Auto,315405,14.42,12,Active,2025-12-01
LN02521,CUST00534,ACC00534,Auto,826842,10.15,12,Active,2022-12-10
LN02555,CUST04082,ACC04082,Auto,419057,10.98,12,Active,2022-04-15
LN02577,CUST00789,ACC00789,Auto,1443923,15.39,12,Active,2023-05-16
LN02608,CUST01924,ACC01924,Auto,1108891,8.91,12,Active,2023-03-24
LN02623,CUST03690,ACC03690,Auto,836309,15.16,12,Active,2026-06-11
LN02669,CUST04835,ACC04835,Auto,370071,8.59,12,Active,2022-06-14
LN02802,CUST03561,ACC03561,Auto,840703,8.27,12,Active,2024-03-01
LN02888,CUST02989,ACC02989,Auto,1359244,9.48,12,Active,2024-05-26
LN02940,CUST03116,ACC03116,Auto,342873,8.78,12,Active,2022-05-08
LN03001,CUST03557,ACC03557,Auto,1218316,12.11,12,Active,2021-10-20
LN03051,CUST00967,ACC00967,Auto,393802,8.47,12,Active,2024-06-26
LN03100,CUST04313,ACC04313,Auto,1249167,15.99,12,Active,2022-10-23
LN03159,CUST01992,ACC01992,Auto,1393049,11.15,12,Active,2022-10-18
LN03249,CUST00463,ACC00463,Auto,960418,9.60,12,Active,2024-02-07
LN03297,CUST00093,ACC00093,Auto,548143,11.84,12,Active,2022-02-22
LN03307,CUST04393,ACC04393,Auto,1350177,9.46,12,Active,2024-10-13
LN03322,CUST02030,ACC02030,Auto,1207773,8.47,12,Active,2025-03-13
LN03334,CUST00947,ACC00947,Auto,673523,13.23,12,Active,2024-02-29
LN03346,CUST02538,ACC02538,Auto,879337,14.79,12,Active,2022-10-02
LN03371,CUST02414,ACC02414,Auto,1257535,9.41,12,Active,2023-03-26
LN00015,CUST01874,ACC01874,Auto,876171,10.62,180,Active,2023-10-17
LN00019,CUST04299,ACC04299,Auto,978063,15.81,180,Active,2024-04-23
LN00082,CUST03315,ACC03315,Auto,1337550,10.96,180,Active,2022-04-03
LN00167,CUST02191,ACC02191,Auto,1397671,8.89,180,Active,2023-07-31
LN00205,CUST00905,ACC00905,Auto,535910,11.50,180,Active,2023-10-16
LN00296,CUST03131,ACC03131,Auto,668859,12.85,180,Active,2024-09-06
LN00399,CUST01601,ACC01601,Auto,739328,10.70,180,Active,2024-09-16
LN00471,CUST04383,ACC04383,Auto,1203758,9.53,180,Active,2022-08-19
LN00530,CUST04548,ACC04548,Auto,853107,12.09,180,Active,2024-01-07
LN00586,CUST00174,ACC00174,Auto,424963,11.22,180,Active,2025-02-08
LN00649,CUST00438,ACC00438,Auto,834143,12.23,180,Active,2025-09-08
LN00658,CUST04046,ACC04046,Auto,671667,15.16,180,Active,2022-12-07
LN00718,CUST02253,ACC02253,Auto,723105,11.50,180,Active,2022-12-14
LN00737,CUST04150,ACC04150,Auto,432257,7.69,180,Active,2024-07-04
LN00744,CUST00897,ACC00897,Auto,1040339,14.34,180,Active,2022-03-25
LN00766,CUST02269,ACC02269,Auto,653250,14.30,180,Active,2025-07-05
LN00865,CUST01046,ACC01046,Auto,539041,8.03,180,Active,2026-03-18
LN00873,CUST01863,ACC01863,Auto,510669,12.46,180,Active,2024-07-17
LN00877,CUST03337,ACC03337,Auto,594920,15.74,180,Active,2022-04-23
LN00893,CUST04026,ACC04026,Auto,696777,10.31,180,Active,2023-04-23
LN00899,CUST01918,ACC01918,Auto,510572,13.70,180,Active,2024-04-11
LN01035,CUST00159,ACC00159,Auto,406033,12.94,180,Active,2023-04-26
LN01061,CUST03740,ACC03740,Auto,740058,7.04,180,Active,2025-01-02
LN01068,CUST00954,ACC00954,Auto,1028010,10.17,180,Active,2024-06-03
LN01133,CUST02056,ACC02056,Auto,687343,9.09,180,Active,2022-06-26
LN01226,CUST03355,ACC03355,Auto,692066,10.14,180,Active,2023-12-08
LN01236,CUST04177,ACC04177,Auto,503311,7.28,180,Active,2023-02-16
LN01322,CUST04454,ACC04454,Auto,806323,8.79,180,Active,2025-03-27
LN01333,CUST00530,ACC00530,Auto,845821,10.40,180,Active,2024-05-16
LN01380,CUST00110,ACC00110,Auto,1141958,8.51,180,Active,2024-09-17
LN01387,CUST00790,ACC00790,Auto,386274,13.04,180,Active,2024-07-26
LN01420,CUST02727,ACC02727,Auto,996632,7.86,180,Active,2022-05-20
LN01475,CUST03042,ACC03042,Auto,583391,14.10,180,Active,2022-12-13
LN01554,CUST03545,ACC03545,Auto,1434661,7.87,180,Active,2024-04-24
LN01604,CUST04254,ACC04254,Auto,706217,9.34,180,Active,2022-10-27
LN01701,CUST04151,ACC04151,Auto,439289,14.71,180,Active,2022-08-09
LN01754,CUST01889,ACC01889,Auto,1307109,14.86,180,Active,2024-08-27
LN01802,CUST01139,ACC01139,Auto,936745,12.05,180,Active,2021-11-25
LN01829,CUST01988,ACC01988,Auto,1371859,13.74,180,Active,2024-08-31
LN01875,CUST00399,ACC00399,Auto,1158389,15.31,180,Active,2024-12-30
LN01944,CUST00623,ACC00623,Auto,1059331,11.75,180,Active,2023-06-28
LN02005,CUST02018,ACC02018,Auto,1202308,15.05,180,Active,2021-06-08
LN02009,CUST00864,ACC00864,Auto,1145370,11.68,180,Active,2022-05-07
LN02024,CUST04953,ACC04953,Auto,1374369,10.11,180,Active,2024-04-26
LN02083,CUST02615,ACC02615,Auto,1093068,11.14,180,Active,2024-04-08
LN02144,CUST04699,ACC04699,Auto,1212560,12.56,180,Active,2025-03-23
LN02177,CUST01206,ACC01206,Auto,929473,7.06,180,Active,2022-09-14
LN02193,CUST01185,ACC01185,Auto,1475120,7.85,180,Active,2021-11-07
LN02202,CUST01798,ACC01798,Auto,573249,15.48,180,Active,2025-03-15
LN02243,CUST01796,ACC01796,Auto,1173270,15.90,180,Active,2024-05-15
LN02288,CUST02159,ACC02159,Auto,1044232,13.88,180,Active,2023-08-20
LN02304,CUST01312,ACC01312,Auto,362500,8.08,180,Active,2024-09-08
LN02307,CUST04688,ACC04688,Auto,1298258,7.60,180,Active,2025-07-11
LN02355,CUST01446,ACC01446,Auto,662847,15.78,180,Active,2025-09-02
LN02386,CUST03250,ACC03250,Auto,780507,10.53,180,Active,2024-07-01
LN02575,CUST03698,ACC03698,Auto,1085143,8.44,180,Active,2025-06-17
LN02579,CUST02426,ACC02426,Auto,577884,7.72,180,Active,2025-09-23
LN02586,CUST00672,ACC00672,Auto,938546,10.20,180,Active,2022-11-20
LN02646,CUST04342,ACC04342,Auto,983408,12.93,180,Active,2022-12-30
LN02692,CUST02544,ACC02544,Auto,1484073,12.30,180,Active,2022-02-10
LN02700,CUST03995,ACC03995,Auto,382665,12.74,180,Active,2024-03-16
LN02870,CUST01970,ACC01970,Auto,1460904,11.13,180,Active,2023-11-30
LN02996,CUST03010,ACC03010,Auto,1129680,14.81,180,Active,2024-12-12
LN03048,CUST00257,ACC00257,Auto,1046754,11.98,180,Active,2025-08-09
LN03127,CUST02907,ACC02907,Auto,898478,16.00,180,Active,2024-06-16
LN03140,CUST00694,ACC00694,Auto,842518,8.88,180,Active,2023-06-30
LN03213,CUST02578,ACC02578,Auto,548801,13.67,180,Active,2025-05-17
LN03245,CUST04048,ACC04048,Auto,1031579,11.57,180,Active,2024-04-12
LN03254,CUST01709,ACC01709,Auto,646510,7.51,180,Active,2024-10-31
LN03341,CUST00565,ACC00565,Auto,1002150,9.57,180,Active,2023-02-24
LN03439,CUST00315,ACC00315,Auto,553833,13.62,180,Active,2024-01-01
LN03462,CUST04201,ACC04201,Auto,1083846,15.59,180,Active,2022-02-13
LN00094,CUST03064,ACC03064,Auto,1470217,13.64,120,Active,2025-04-17
LN00098,CUST03498,ACC03498,Auto,847243,14.81,120,Active,2022-10-12
LN00115,CUST04222,ACC04222,Auto,1202479,10.64,120,Active,2022-10-30
LN00132,CUST00020,ACC00020,Auto,1422484,10.00,120,Active,2025-03-04
LN00242,CUST02723,ACC02723,Auto,353026,7.89,120,Active,2025-01-06
LN00251,CUST03615,ACC03615,Auto,579449,14.79,120,Active,2021-12-30
LN00302,CUST02453,ACC02453,Auto,1447865,11.46,120,Active,2024-09-01
LN00342,CUST01538,ACC01538,Auto,1220643,11.91,120,Active,2024-05-18
LN00378,CUST00311,ACC00311,Auto,627014,10.11,120,Active,2023-11-20
LN00385,CUST00074,ACC00074,Auto,551258,13.51,120,Active,2022-10-05
LN00402,CUST00629,ACC00629,Auto,616602,13.08,120,Active,2022-08-02
LN00423,CUST04980,ACC04980,Auto,595347,11.99,120,Active,2022-01-15
LN00512,CUST00818,ACC00818,Auto,891676,9.78,120,Active,2023-05-21
LN00556,CUST04426,ACC04426,Auto,960612,8.83,120,Active,2024-07-12
LN00700,CUST02421,ACC02421,Auto,914941,10.41,120,Active,2025-11-12
LN00709,CUST03608,ACC03608,Auto,1206354,7.00,120,Active,2024-09-17
LN00781,CUST04272,ACC04272,Auto,1246053,12.08,120,Active,2023-11-10
LN00809,CUST03021,ACC03021,Auto,802374,9.13,120,Active,2023-08-02
LN00878,CUST01526,ACC01526,Auto,1181947,12.94,120,Active,2024-07-18
LN00888,CUST04709,ACC04709,Auto,353118,10.30,120,Active,2022-12-13
LN00924,CUST03777,ACC03777,Auto,1306727,9.90,120,Active,2025-06-16
LN00933,CUST02278,ACC02278,Auto,483865,14.71,120,Active,2021-11-04
LN01071,CUST04918,ACC04918,Auto,918769,8.49,120,Active,2024-12-24
LN01113,CUST01234,ACC01234,Auto,1483393,9.12,120,Active,2022-11-05
LN01156,CUST03875,ACC03875,Auto,516099,10.99,120,Active,2023-10-03
LN01210,CUST00581,ACC00581,Auto,501564,11.44,120,Active,2025-09-28
LN01223,CUST00990,ACC00990,Auto,606603,7.18,120,Active,2024-05-20
LN01229,CUST03651,ACC03651,Auto,748732,8.84,120,Active,2025-06-16
LN01289,CUST03405,ACC03405,Auto,1298836,14.04,120,Active,2022-03-18
LN01299,CUST00952,ACC00952,Auto,599171,7.78,120,Active,2025-07-28
LN01314,CUST01790,ACC01790,Auto,1316498,10.65,120,Active,2024-04-07
LN01480,CUST01406,ACC01406,Auto,1235669,13.28,120,Active,2025-05-04
LN01575,CUST04682,ACC04682,Auto,1246214,14.57,120,Active,2024-12-31
LN01586,CUST03794,ACC03794,Auto,466110,10.72,120,Active,2023-09-06
LN01594,CUST04360,ACC04360,Auto,1305619,14.47,120,Active,2022-07-31
LN01684,CUST03925,ACC03925,Auto,1040655,13.45,120,Active,2022-12-16
LN01760,CUST03038,ACC03038,Auto,1099981,11.81,120,Active,2024-07-08
LN01790,CUST02181,ACC02181,Auto,725147,7.86,120,Active,2023-06-03
LN01808,CUST00611,ACC00611,Auto,969959,14.11,120,Active,2023-12-19
LN01810,CUST01102,ACC01102,Auto,442851,10.47,120,Active,2023-12-23
LN01848,CUST04555,ACC04555,Auto,1219337,8.21,120,Active,2025-04-25
LN01876,CUST01739,ACC01739,Auto,1292344,9.72,120,Active,2021-11-22
LN01908,CUST04080,ACC04080,Auto,1060123,7.24,120,Active,2022-09-04
LN01913,CUST01258,ACC01258,Auto,301230,8.06,120,Active,2023-07-03
LN02094,CUST00484,ACC00484,Auto,775953,8.93,120,Active,2026-05-27
LN02175,CUST01734,ACC01734,Auto,680830,11.92,120,Active,2024-12-12
LN02266,CUST00508,ACC00508,Auto,804512,8.12,120,Active,2023-08-23
LN02451,CUST03734,ACC03734,Auto,388209,12.13,120,Active,2022-12-22
LN02471,CUST04434,ACC04434,Auto,1179173,13.77,120,Active,2023-03-01
LN02599,CUST03340,ACC03340,Auto,922369,9.53,120,Active,2024-08-01
LN02672,CUST02270,ACC02270,Auto,1142160,7.24,120,Active,2021-09-17
LN02704,CUST03921,ACC03921,Auto,1219537,13.13,120,Active,2021-08-20
LN02708,CUST00709,ACC00709,Auto,464161,11.82,120,Active,2021-12-03
LN02720,CUST02686,ACC02686,Auto,585462,13.22,120,Active,2024-04-14
LN02792,CUST02033,ACC02033,Auto,313526,8.46,120,Active,2024-08-23
LN02813,CUST04211,ACC04211,Auto,418957,12.28,120,Active,2025-09-07
LN02829,CUST02058,ACC02058,Auto,837432,12.33,120,Active,2022-03-11
LN02874,CUST04942,ACC04942,Auto,1030211,7.21,120,Active,2025-06-22
LN02893,CUST03393,ACC03393,Auto,1496358,9.94,120,Active,2026-02-25
LN02923,CUST01956,ACC01956,Auto,1105062,15.45,120,Active,2023-03-25
LN03045,CUST01111,ACC01111,Auto,672153,7.08,120,Active,2024-01-29
LN03085,CUST03100,ACC03100,Auto,380520,11.00,120,Active,2023-03-05
LN03118,CUST04478,ACC04478,Auto,1264461,12.68,120,Active,2024-02-27
LN03149,CUST02048,ACC02048,Auto,1330700,11.56,120,Active,2024-09-10
LN03351,CUST03211,ACC03211,Auto,1250849,8.68,120,Active,2021-12-25
LN03376,CUST03458,ACC03458,Auto,464915,15.73,120,Active,2023-12-03
LN03410,CUST03530,ACC03530,Auto,785745,11.83,120,Active,2023-02-02
LN03423,CUST00837,ACC00837,Auto,1352996,8.98,120,Active,2024-08-24
LN03475,CUST04024,ACC04024,Auto,695316,11.86,120,Active,2025-06-03
LN00003,CUST02724,ACC02724,Auto,1439342,10.77,60,Active,2024-01-11
LN00011,CUST02147,ACC02147,Auto,438669,14.83,36,Active,2023-02-15
LN00051,CUST03060,ACC03060,Auto,1395890,12.60,36,Active,2024-03-16
LN00070,CUST04592,ACC04592,Auto,1376116,13.28,36,Active,2025-07-07
LN00072,CUST00194,ACC00194,Auto,675256,13.50,36,Active,2024-08-06
LN00078,CUST02799,ACC02799,Auto,925610,10.41,36,Active,2022-07-29
LN00079,CUST01792,ACC01792,Auto,1157129,12.05,24,Active,2022-06-07
LN00114,CUST02054,ACC02054,Auto,757247,10.87,24,Active,2024-04-11
LN00134,CUST01005,ACC01005,Auto,415199,10.53,24,Active,2022-06-28
LN00141,CUST03179,ACC03179,Auto,1400356,14.26,36,Active,2024-11-11
LN00176,CUST01623,ACC01623,Auto,1191029,11.64,60,Active,2022-12-11
LN00180,CUST04277,ACC04277,Auto,512808,8.11,60,Active,2024-03-30
LN00249,CUST01175,ACC01175,Auto,713508,10.29,24,Active,2022-05-22
LN00252,CUST02833,ACC02833,Auto,1438701,15.98,36,Active,2023-09-24
LN00265,CUST04769,ACC04769,Auto,746696,12.82,60,Active,2023-11-09
LN00273,CUST00988,ACC00988,Auto,1393600,13.15,36,Active,2024-01-12
LN00300,CUST04238,ACC04238,Auto,1169033,15.46,36,Active,2025-03-28
LN00328,CUST00685,ACC00685,Auto,413709,13.05,36,Active,2024-09-14
LN00338,CUST01453,ACC01453,Auto,1294049,13.08,36,Active,2024-06-28
LN00362,CUST03370,ACC03370,Auto,910683,15.65,60,Active,2022-07-11
LN00387,CUST00154,ACC00154,Auto,1009863,13.68,36,Active,2022-05-29
LN00396,CUST04647,ACC04647,Auto,831944,11.45,24,Active,2022-09-12
LN00481,CUST04656,ACC04656,Auto,1355817,7.47,36,Active,2023-07-01
LN00563,CUST02856,ACC02856,Auto,1002331,14.65,24,Active,2022-05-14
LN00571,CUST02481,ACC02481,Auto,806432,13.96,36,Active,2025-04-05
LN00587,CUST02755,ACC02755,Auto,585252,13.04,60,Active,2024-04-02
LN00601,CUST03963,ACC03963,Auto,1434402,12.94,24,Active,2023-10-04
LN00614,CUST01335,ACC01335,Auto,930292,13.94,36,Active,2022-08-29
LN00628,CUST02503,ACC02503,Auto,1497667,14.29,60,Active,2025-02-26
LN00671,CUST00404,ACC00404,Auto,1314313,8.85,60,Active,2022-11-10
LN00677,CUST01680,ACC01680,Auto,384048,7.21,24,Active,2022-06-19
LN00724,CUST03909,ACC03909,Auto,1438207,15.81,60,Active,2021-12-26
LN00753,CUST01434,ACC01434,Auto,1117530,11.71,60,Active,2023-01-03
LN00770,CUST04763,ACC04763,Auto,957946,9.17,24,Active,2023-02-22
LN00773,CUST01672,ACC01672,Auto,643906,12.18,24,Active,2022-01-04
LN00785,CUST01096,ACC01096,Auto,831900,8.64,60,Active,2023-03-09
LN00789,CUST00436,ACC00436,Auto,830817,14.97,24,Active,2022-07-18
LN00796,CUST00998,ACC00998,Auto,1076172,12.35,24,Active,2025-06-30
LN00797,CUST03031,ACC03031,Auto,595074,14.47,24,Active,2024-04-07
LN00837,CUST03523,ACC03523,Auto,1474923,13.47,24,Active,2023-12-25
LN00848,CUST01117,ACC01117,Auto,1270839,7.88,60,Active,2024-02-29
LN00871,CUST03571,ACC03571,Auto,1234764,10.57,36,Active,2022-12-17
LN00886,CUST03934,ACC03934,Auto,545645,15.53,60,Active,2022-11-03
LN00906,CUST01773,ACC01773,Auto,829419,10.61,60,Active,2024-11-17
LN00917,CUST00743,ACC00743,Auto,1395746,9.41,36,Active,2024-10-19
LN00944,CUST01308,ACC01308,Auto,324605,11.25,24,Active,2024-02-18
LN00965,CUST02169,ACC02169,Auto,1395003,11.08,24,Active,2023-03-28
LN00979,CUST03316,ACC03316,Auto,775815,12.23,60,Active,2023-04-14
LN00981,CUST04468,ACC04468,Auto,672572,8.66,36,Active,2025-01-07
LN00982,CUST03169,ACC03169,Auto,1198412,13.37,24,Active,2025-12-26
LN01031,CUST04507,ACC04507,Auto,480968,12.18,60,Active,2024-04-30
LN01051,CUST00144,ACC00144,Auto,1207549,8.14,36,Active,2023-11-25
LN01064,CUST01125,ACC01125,Auto,1311256,7.65,60,Active,2025-01-17
LN01088,CUST04215,ACC04215,Auto,803238,13.74,36,Active,2024-06-12
LN01095,CUST03785,ACC03785,Auto,1183620,13.15,36,Active,2026-02-20
LN01098,CUST01952,ACC01952,Auto,1484387,8.42,60,Active,2024-10-20
LN01102,CUST01031,ACC01031,Auto,924117,8.63,36,Active,2021-11-21
LN01137,CUST02608,ACC02608,Auto,647750,9.30,36,Active,2024-12-08
LN01152,CUST02796,ACC02796,Auto,1116935,13.59,60,Active,2022-09-28
LN01170,CUST02666,ACC02666,Auto,401440,7.11,24,Active,2022-10-23
LN01194,CUST02906,ACC02906,Auto,744919,13.30,36,Active,2023-08-12
LN01205,CUST00352,ACC00352,Auto,1036841,15.52,60,Active,2024-08-23
LN01218,CUST02983,ACC02983,Auto,1269891,7.91,36,Active,2023-09-04
